职位名称,公司名称,薪酬,城市地区,学历要求,工作经验要求,公司福利,公司标签,职位描述或任职要求,规模类型
账单会计,大健云仓科技（苏州）有限公司,1.5-2.4万·13薪,北京-大兴区,大专,5-7年经验,会计,快速消费品(食品、饮料、化妆品),岗位职责：1、负责收集、审核、汇编会计报表；2、负责整理、装订会计凭证、报表账本等档案，并进行管理；3、负责审核原始凭证，记账凭证的完善性及合法性，编制、录入会计凭证、并根据相关会计记录制作各类长期资产摊销的原始单据及凭证；任职条件：1、大专及以上学历，会计学相关专业，5年以上财务全面工作经验；2、熟悉会计相关法律法规；3、熟悉财务相关软件与系统操作和office办公软件；4、具有扎实的核算功底、风控和财务分析能力；5、具有较好的沟通协调能力；6、年龄20-30岁以内。,外资（欧美）  |  10000人以上
会计/财务主管/财务主管,昆山西尔维娅家居用品有限公司,8千-1万·13薪,泉州,高中,3-4年经验,财务,电子技术/半导体/集成电路,1、会计相关专业，中专以上学历；2、2年以上工作经验，有一般纳税人企业工作经验者优先；3、认真细致，爱岗敬业，吃苦耐劳，有良好的职业操守；4、思维敏捷，接受能力强，能独立思考，善于总结工作经验；5、熟练应用财务及Office办公软件6、具有良好的沟通能力；7、有会计从业资格证书，同时具备会计初级资格证者优先考虑。公司包住宿，宿舍有空调，免费提供工作餐；工作时间6天8小时,民营  |  少于50人
会计专员,宁波长振铜业有限公司,1-2万,东莞-大岭山镇,大专,2年经验,会计,计算机软件,1、参与公司日常经营的税务管理，协助上级领导建立整体的节税模式，对有关交易的账务处理和费用列支依据税法进行监督和检查；2、公司的账务的处理及税务的申报工作；及时、准确的编制财政、税务要求的各类报表；任职要求：1、财务、会计、经济等相关专业大专以上学历，如果持有中级会计职称或税务师或会计师优先考虑；2、3年以上税务会计工作经验，熟悉一般纳税人税务处理、税务申报流程；精通免抵退业务3、有大规模代理记账行业工作经验优先考虑；4、能独立处理全盘账务；有会计事务所行业税务工作经验优先；具有全面的财务专业知识、账务处理及财务管理经验；精通国家财税法律规范；熟悉国家会计准则以及相关的财务、税务、审计法规、政策。5、不需要外勤任职要求：1、大专及以上学历，财务、税务、会计、审计、工商等相关专业毕业和两年以上工作经验，有代理行业工作经验优先。2、具备良好的沟通协调能力和学习能力。3、认真细致，爱岗敬业，吃苦耐劳，有良好的职业操守公司福利待遇：1.上班时间：8:00-12:001:30-17:30***，享受所有国家法定假日2、买社保，包吃住,创业公司  |  少于50人
主办会计/记账会计/会计助理-共10人-点此查详情,成都至强商务服务有限公司,6千-1.2万,武汉-洪山区,本科,5-7年经验,深圳市兴一欣欣控股有限公司,中介服务,"岗位职责：1、负责公司具体会计核算工作；2、负责设置核算帐簿体系,规范会计基础工作和核算流程；3、负责收入、成本费用、存货明细分类核算，编制收入、成本报表，进行收入、成本分析，协助生产、采购、业务等其他部门建立必要的台帐;加强成本管理的基础工作；4、负责税费计算和会计凭证的编制，审核税票和按时纳税申报及税款划扣；5、负责高新减免备案、加计扣除、软件即征即退等税收优惠和税务风险排查、评估、应对工作；6、负责公司资质和项目申报、复审业绩指标筹划和业绩数据支撑，确保业绩等财务指标符合资质、项目达标要求；7、协助完成部门内外其他工作。任职条件：1、***财务、会计学或相关专业大学本科及以上学历，并具有中级以上会计职称；2、5年以上财务工作经验，担任过主管会计、总账会计岗位；3、熟悉国家财务及税务法律法规、规章制度和方针政策；4、熟练使用财务软件及各类办公软件，如金蝶、用友、Excel、Word等；5、具有较强的组织能力和工作责任心，抗压能力强。注：预计2024年搬迁至科技未来城",民营  |  10000人以上
会计实习生,湘潭捷诚财务咨询有限公司,1-1.5万,淄博,大专,2年经验,五险一金,互联网/电子商务,岗位职责1、熟悉国家财经法律法规和财务会计制度，了解税务政策2、熟练使用财务办公软件，总账处理经验。3、日常费用报销单据的审核及财务处理工作4、增值税发票的购买、开具及认证工作5、熟悉办税流程、办理各类税款的申报、缴纳岗位要求1、财务、会计、金融等相关专业优先，大学专科及以上学历。2、对数据敏感，熟悉财务计划，良好的财务管控意识。3、具有2年会计从业经验，有高新技术企业或生产制造等重工业相关经验。4、责任心强、工作积极主动、服从安排、为人正直、诚实，具有团队合作精神,民营  |  150-500人
会计,成都悦添集建筑设计有限公司,6千-1万,阳江,大专,2年经验,财务、会计,机械/设备/重工,1、负责房地产帐务处理，涉税等工作；负责核对会计帐目，及时清理各项往来帐；2、大专以上学历，具有助理会计师证（含）以上职称优先录取；3、两年以上会计工作；熟练使用用友财务软件及办公软件；4、上班地点：城南，***，包两餐,国企  |  50-150人
全盘会计（增城）,博济医药科技股份有限公司,1.2-1.8万,苏州-工业园区,本科,3-4年经验,餐饮补贴,贸易/进出口,岗位职责：1、负责海外子公司的会计事务。2、负责海外子公司的财务管理。3、负责海外子公司税务事务。4、负责对接国际部相关会计业务工作。5、上级主管安排的其他财务部门工作，不限于国际子公司财务。任职要求：1、本科及以上，会计学、财务管理专业，英语精通、熟练使用quickbook。2、熟悉会计核算知识，熟悉财务管理、会计电算化、经济法及相关会计法律法规。3、具有较强的学习能力。4、具有良好的沟通、协调及文字表达能力。5、具备会计从业资格证书。,民营  
会计,杭州利邦企业管理咨询有限公司,4-5千,重庆-渝北区,大专,3-4年经验,五险一金,电气/电力/水利,岗位职责：1.日常全面账务处理、财务核算、分析工作，编制、汇总财务报告；2.按时完成税务申报、年度所得税汇算清缴等；3.负责完成内外部各项报表提交工作；4.协助财务经理做好相关工作；：5.其他上级指派的工作。任职要求：1、大专及以上学历；会计学、财务管理等具有3年以上工作经验的财会人员，以及初级以上会计职称优先考虑；2、能熟练操作用友软件及EXCEL、PPT软件；3、有较强的学习能力、良好的团队合作精神以及认真的工作态度；4、讲原则、责任心强、吃苦耐劳、认真细致,民营  |  50-150人
会计（需出差非洲）,广州娜威实业有限公司,7千-1.2万,深圳-南山区,大专,3-4年经验,餐饮补贴,计算机软件,岗位职责：1、负责日常全盘财务会计工作。2、负责项目税收筹划、外经证的办理和总分包发票开具等相关税务工作。3、编制财务报表和会计报表，以及帐务处理工作。4、会计凭证制做，财务档案的装订和保管工作。5、服从工作安排。任职要求：1、财务、会计专业大专以上学历，持有会计证，会计初级职称证。2、有装饰行业财务会计工作3年以上经历者优先。3、熟悉会计报表的处理，会计法规和税法，熟练使用财务软件。4、良好的学习能力、独立工作能力和财务分析能力。5、工作细致，责任感强，良好的沟通能力、团队精神。,民营  
会计,湖北九章会计师事务有限公司,4-6千,武汉-汉南区,大专,5-7年经验,财务,学术/科研,1、***专科及以上学历，财务或相关专业。2、5年以上工作经验，处理公司全盘内账。3、负责审核各种财务凭证，杜绝不合理开支。待遇：底薪4000-5000+五险+中餐+住宿+其他节日福利待遇+周日***工作地点：武汉市汉南区银莲湖农场三支沟路71号（银莲湖客运站对面）,事业单位  |  150-500人
会计,湖北人缘堂医药生物工程有限公司,8千-1.2万,西安,大专,3-4年经验,会计,原材料和加工,,民营  |  50-150人
会计,昆明东昊钛业有限公司,4-6千,苏州-工业园区,本科,8-9年经验,会计,机械/设备/重工,岗位职责：1、负责完成日本子公司销售收入确认、应收账款核对、未收回款项的追踪；2、负责完成日本子公司内部管理业绩数据的编制；3、其他财务相关工作及审计工作的对应；任职要求：1、熟悉企业会计准则及各项财务、税收等相关政策法规；2、本科财务管理、会计专业或日语系本科毕业，6年以上相关财务工作经验；3、日语1级，有日本大型企业工作经验者优先；4、熟练应用各种财务软件和办公自动化操作软件；5、工作细致、认真，为人诚信、踏实，责任心强，严守职业道德且有很强的敬业精神;,外资（非欧美）  |  150-500人
