职位名称,公司名称,薪酬,城市地区,学历要求,工作经验要求,公司福利,公司标签,职位描述或任职要求,规模类型
总经理秘书（物业管理方向）,成都美洲地产有限公司,5-8千·13薪,成都,大专,3-4年经验,成都美洲地产有限公司,房地产,1、物业管理、经济管理、法律等相关专业，大专以上学历；2、5年以上物业行业管理工作经验；3、熟悉常用办公软件操作；4、做事细心，有耐心，肯付出，好学习，善沟通。,民营  |  150-500人
运营管理专员,国睿科技股份有限公司,8千-1.5万,南京-建邺区,本科,2年经验,五险一金,机械/设备/重工,岗位职责：1、负责拟制经济运行分析管理制度、运营管理制度、业绩考核办法、职能部门绩效管理制度；2、负责经济运行情况监督、统计和分析；3、负责经营计划、重点任务信息的编制、分解、跟踪和检查；4、负责部门绩效考核、子公司经营业绩考核；5、负责下属控股公司经营管控工作；6、配合战略规划编制相关工作。任职要求：1、本科及以上学历；2、有2年以上经营管理相关工作经验，熟悉内控制度，熟练使用办公软件（word，excel）；3、具备较好的系统思维能力，具有较强的问题分析处理能力和沟通协调能力；4、有PMP资格者优先。,民营  
危机管理经理,字节跳动,2-3.5万,上海,本科,5-7年经验,六险一金,互联网/电子商务,职位描述：1、负责中国区办公室应急的日常运营和管理，包括但不限于人员、培训、流程、演练等方面的统筹和规划；2、完善和更新字节跳动危机管理制度和流程；3、危机事件时统筹与相关方沟通与协调；4、协调处理和处理各类常见危机事件；5、维持危机管理小组的有效运作，管理好上下游的关键人员，以确保其在突发事件来临时能够及时响应；6、培训危机管理小组成员，确保其熟悉相关流程；7、协助推进各部门梳理各危机场景的危机管理预案；8、收集、整理和分析突发事件信息，组织复盘，跟进改善措施。职位要求：1、本科及以上学历，5年以上的应急培训或运营相关经验，有危机管理工作经验或专业应急急救背景优先；2、处理过复杂的危机事件的经验者优先；3、有良好的统筹、概况、总结和书写能力；4、善于沟通，具备良好的团队协作能力；5、英语可作为工作语言者优先；6、能够接受出差。,民营  |  10000人以上
武汉SKP物业管理经理（负责人）（MJ000452）,武汉华联（SKP）百货有限公司,1.5-1.8万·13薪,武汉-武昌区,本科,5-7年经验,专业培训,批发/零售,高端商业/酒店行业经验优先岗位职责：门店经营运行管理审核评估门店管理部人员架构，对安保部、维修管理部、保洁部及物业公司等外包单位人员管理提出合理规划及建议，审批各外包单位现场服务是否达到公司标准，审批各单位人员工作考核;审批设备设施维保计划、设备更新更换计划，监督各项能源政策开展及政策落实工作;审批各项治安管理、消防管理方案及预案，监督安保部开展治安、消防安全管理工作；审批门店日常环境卫生清洁及石材养护方案，监督落实垃圾分类管理及病虫害防制工作。协调落实与属地政府部门沟通审批落实政府制定的相关法律法规及报批文件；审核各项证照办理及延期申请手续完善性及准确性；审核提报各职能部门的报告及资料文件。部门预算管理审核评估部门年度整体预算合理性；监督落实部门年度各项预算费用执行情况。门店内外部沟通管理协调与项目业主方及大物业方落实相关工作沟通事宜，对相关专业改造项目提出合理化建议；审批公司内部上呈及往来文件，协调门店整体日常管理工作，对门店经营运行提出合理化建议，与门店各单位做好安全运行体系管理工作，保障门店安全运行；审核配合门店进行各类工作数据、合同等资料的合理性。任职要求：本科及以上学历，特种行业资格认证者优先五年以上高端零售企业卖场管理经验，或高端服务业的前场管理经验熟知消防安全程序及相关规章制度；掌握必要的建筑设计、工程建造知识。精通商业安全运营知识，具备较强的安全风险评估能力。具有优秀的预算管理与沟通协调能力；优秀的团队管理能力；,外资（非欧美）  |  500-1000人
物流管理系统研发总监,上海云族私募基金管理中心（有限合伙）,3.5-5万,深圳-南山区,本科,5-7年经验,五险一金,金融/投资/证券,岗位职责：1.研究国内外智能物流装备行业产品、技术发展趋势，制订、推动实施公司的产品战略、技术路线及新产品开发计划等。2.协助研发中心负责人进行部门管理，包括人员规划、能力培养、协助招聘、培训、调配以及激励等人力资源管理。3.推进部门工作任务和项目订单的组织实施，执行设计的规划、分配及进度，组织产品（项目）的设计审核、验证、确认工作，确保产品设计输入输出的质量。4.参与市场研讨、客户交流、重大合同的技术谈判、专利及科技项目申报等工作。岗位要求：1、学历及经验：本科以上学历，机械、自动化或软件相关专业；2年以上20+团队成员管理经验，多次主导过中大型项目从需求分析到设计实施的各个环节工作；2、技术及管理能力：具备优秀的战略管理能力，团队建设、领导能力，培养他人的能力；具备优秀的技术创新能力、项目管理能力、技术需求转化能力、规划与统筹安排能力；3、个人工作能力：具备优秀的口头、书面表达能力，逻辑分析能力，系统思考能力，问题发现与解决能力；4、个人特质：高度的主动性、坚忍性、成就导向、全局观念、客户意识、风险防范意识。,民营  |  50-150人
餐饮管理（代理公司旗下餐饮公司招聘）,江苏乐建建设有限公司,1.5-2万,张家港,大专,5-7年经验,五险一金,建筑/建材/工程,,民营  |  150-500人
物业管理经理,上海中建物业管理有限公司,12-15万/年,上海-静安区,大专,3-4年经验,五险一金,物业管理/商业中心,"职位信息1、负责所在项目物业服务管理工作，完成各项管理目标；2、负责项目内部团队管理建设，包括人员培训、绩效考核等；3、负责编制所在项目年度预算，并按照实际运营情况予以成本控制。4、与业主保持良好关系，不断提高业主满意度；6、负责项目突发事件的处理，按规定采取相应的处理措施；7、执行政府各项法规、法令及物业管理公约，与有关各部门保持良好关系；8、打造高端项目服务体系，追求卓越服务；9、完成上级领导交予的其他工作。任职资格：1、	正直、诚信，能承受较大工作压力，具备较强的沟通能力和组织协调能力；2、	专科及以上学历，40-50岁，5年以上物业管理从业经验，担任大型物业项目的驻场经理3年以上；3、	具备丰富的物业各职能部门管理经验；熟悉物业管理相关法规；4、有处理突发事件的经历，能够制定危机处置预案，有较强的服务意识；5、有较强的组织、管理、实施和协调能力，责任心强，思路清晰；6、持有物业经理中级以上证书；",民营  |  500-1000人
通路管理,北汽重型汽车有限公司,1-1.8万,常州-新北区,大专,5-7年经验,北汽重型汽车有限公司,汽车,,国企  |  1000-5000人
项目管理,上海溥澜企业发展集团有限公司,6千-1万,上海-奉贤区,大专,1年经验,化工,租赁服务,职位描述：1、根据项目完成销售任务；2、制定项目节点和节拍；3、及时汇报项目进展情况；4、公司按项目类别进行管理，所以管理的内容包括销售也包括售前售后服务以及小组（项目）协调。任职要求：1、化学专科及以上学历，有项目管理经验优先，应届毕业生也可；2、责任心强，有较强的观察、应变、协调和组织能力；3、抗压能力强，能经常出差。4、能够驾驶机动车。工作地点：奉贤、市内产品：高性能结构粘接剂、特种工业粘接剂和高性能电子化学品,民营  |  少于50人
管理培训生（化学化工材料专业）,杰森石膏板（惠州）有限公司,6-7千,惠州-惠东县,大专,1年经验,机电化工材料,建筑/建材/工程,1.严格执行公司各项安全操作规程；2.严格执行车间、岗位各项生产操作规程；3.严格执行公司7S管理工作；4.对公司各个不同部门、不同岗位进行轮岗学习，了解产品的工艺流程及公司运作流程；5.通过对各岗位的学习，能熟悉掌握各岗位的技能，能独立完成各岗位的工作；6.协助生产主管做好车间的日常管理工作；7.协助生产各班组班长的日常管理工作；8.以公司整体利益为出发点，遵守职业道德，工作热情，主动与其它同事及部门沟通、配合完成相关工作，发扬团队精神，服从团结、互助企业文化；服从管理，按时完成上级交办的其他工作任务。,合资  |  150-500人
